UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change
6760,L,301.7,311.0,1441,44.3,208,1,1,0,0,0,0,301.71999999999997,0.07888106379310426,301.6,301.8,0.0,311.05,0.1080123450245002,310.9,311.2,-0.10000000000002274,1600.6,157.97411883666462,1385.0,1840.0,-203.0,35.97,8.214086816087644,26.2,50.7,11.5,198.1,6.967384333062863,187.0,208.0,2.0,9.300000000000011,6684.921703745137,63836.299999999996,2.0
6761,L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,301.7,0.10540925535292277,301.5,301.8,-0.19999999999998863,311.04,0.11737877912460463,310.9,311.2,-0.10000000000002274,1595.2,162.46421828273645,1385.0,1840.0,10.0,35.63,7.909494997224156,26.2,50.7,-3.6999999999999957,179.4,63.29858695983047,0.0,208.0,-208.0,9.399999999999977,6169.103605952229,58910.6,-208.0
6762,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,301.68,0.1229272594427122,301.5,301.8,0.0,311.03000000000003,0.1251665557473381,310.9,311.2,0.0,1584.7,172.0517041150343,1385.0,1840.0,-51.0,37.0,9.2630688459304,26.2,50.8,10.199999999999996,160.6,84.25121166289966,0.0,208.0,2.0,9.399999999999977,7447.6689841102025,71120.0,2.0
6763,L,301.4,310.8,1362,53.2,4,0,0,0,0,0,0,301.65999999999997,0.150554530551863,301.4,301.8,-0.10000000000002274,311.02,0.139841179795218,310.8,311.2,-0.0999999999999659,1550.3,179.33955999103,1362.0,1840.0,-38.0,39.370000000000005,10.122916795293973,26.2,53.2,2.4000000000000057,141.7,96.48609571677498,0.0,208.0,2.0,9.400000000000034,7587.825904362356,72458.40000000001,2.0
6764,M,301.4,310.8,1782,26.5,6,0,0,0,0,0,0,301.64,0.1712697677244874,301.4,301.8,0.0,311.01000000000005,0.1523883927113983,310.8,311.2,0.0,1590.0,182.59365937633993,1362.0,1840.0,420.0,36.95,10.005359674805506,26.2,53.2,-26.700000000000003,122.8,103.165239623948,0.0,208.0,2.0,9.400000000000034,4945.180996015694,47223.0,2.0
6765,L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0,301.6,0.17638342074656357,301.4,301.8,0.0,310.98999999999995,0.15238839271126486,310.8,311.2,0.0999999999999659,1594.1,180.67370834985178,1362.0,1840.0,-246.0,37.089999999999996,10.014373004170979,26.2,53.2,11.799999999999997,104.0,105.2499670097594,0.0,208.0,3.0,9.5,6160.53752998344,58828.799999999996,3.0
6766,L,301.5,310.9,1580,32.3,11,0,0,0,0,0,0,301.57,0.16363916945825369,301.4,301.8,0.10000000000002274,310.96999999999997,0.14944341184606982,310.8,311.2,0.0,1585.8,179.0560433681731,1362.0,1840.0,44.0,37.16,9.974099792295466,26.2,53.2,-6.0,85.2,103.16523962394746,0.0,208.0,2.0,9.399999999999977,5344.267982776716,51033.99999999999,2.0
6767,M,301.4,311.0,1427,43.2,13,0,0,0,0,0,0,301.53000000000003,0.14944341182073756,301.4,301.8,-0.10000000000002274,310.95,0.12692955180703053,310.8,311.2,0.10000000000002274,1544.5,160.5865983061913,1362.0,1822.0,-153.0,38.82,9.385307666773674,26.2,53.2,10.900000000000006,66.3,96.48609571677383,0.0,208.0,2.0,9.600000000000023,6455.5959120085945,61646.4,2.0
6768,L,301.3,310.9,1509,41.7,16,0,0,0,0,0,0,301.47999999999996,0.1316561177337325,301.3,301.7,-0.0999999999999659,310.91999999999996,0.09189365840584289,310.8,311.1,-0.10000000000002274,1513.2,127.60599080328252,1362.0,1782.0,82.0,40.37,8.284932776499202,26.5,53.2,-1.5,47.5,84.20906522855118,0.0,208.0,3.0,9.599999999999966,6589.522006831128,62925.3,3.0
6769,H,301.3,310.8,1434,39.5,18,0,0,0,0,0,0,301.44,0.11737877909248308,301.3,301.7,0.0,310.89,0.07378647880980216,310.8,311.0,-0.0999999999999659,1492.2,120.78612871057443,1362.0,1782.0,-75.0,41.040000000000006,7.864999823408861,26.5,53.2,-2.200000000000003,28.7,63.27549991022239,0.0,208.0,2.0,9.5,5931.641089242888,56643.0,2.0
6770,L,301.2,310.8,1392,52.6,23,0,0,0,0,0,0,301.39,0.09944289261910502,301.2,301.5,-0.10000000000002274,310.87,0.0674948558500736,310.8,311.0,0.0,1487.3,124.0439438263657,1362.0,1782.0,-42.0,41.87,8.646392953776145,26.5,53.2,13.100000000000001,10.2,7.4206917916241375,0.0,23.0,5.0,9.600000000000023,7667.496694057392,73219.2,5.0
6771,M,301.3,310.8,1509,40.1,25,0,0,0,0,0,0,301.37,0.094868329824054,301.2,301.5,0.10000000000002274,310.86,0.0699205899541516,310.8,311.0,0.0,1493.1,123.51288731679743,1362.0,1782.0,117.0,41.82,8.655993427806013,26.5,53.2,-12.5,12.7,7.803845206026227,2.0,25.0,2.0,9.5,6336.686630070221,60510.9,2.0
6772,M,301.2,310.7,1962,22.5,28,0,0,0,0,0,0,301.34,0.09660917832691053,301.2,301.5,-0.10000000000002274,310.84,0.08432740433407676,310.7,311.0,-0.10000000000002274,1549.3,187.6504137426195,1362.0,1962.0,453.0,38.99,9.926781955900946,22.5,53.2,-17.6,15.3,8.165646194723596,4.0,28.0,3.0,9.5,4622.85358975738,44145.0,3.0
6773,L,301.3,310.7,1536,39.3,31,0,0,0,0,0,0,301.33000000000004,0.09486832982449311,301.2,301.5,0.10000000000002274,310.83000000000004,0.09486832986088688,310.7,311.0,0.0,1566.7,176.0625204610839,1392.0,1962.0,-426.0,37.6,8.600516780338868,22.5,52.6,16.799999999999997,18.0,8.472176684737628,6.0,31.0,3.0,9.399999999999977,6321.387073847237,60364.799999999996,3.0
6774,L,301.3,310.8,1381,47.9,33,0,0,0,0,0,0,301.32,0.09189365836745579,301.2,301.5,0.0,310.83,0.09486832986088688,310.7,311.0,0.10000000000002274,1526.6,167.01044544844314,1381.0,1962.0,-155.0,39.739999999999995,8.18402237424986,22.5,52.6,8.600000000000001,20.7,8.525126261670252,9.0,33.0,2.0,9.5,6927.201329189981,66149.9,2.0
6775,H,301.2,310.7,1747,27.3,35,0,0,0,0,0,0,301.3,0.09428090417810772,301.2,301.5,-0.10000000000002274,310.81,0.09944289265426763,310.7,311.0,-0.10000000000002274,1547.7,181.06723735795757,1381.0,1962.0,366.0,38.64,9.088356409286723,22.5,52.6,-20.599999999999998,23.3,8.5251262616707,11.0,35.0,2.0,9.5,4994.409752897444,47693.1,2.0
6776,L,301.2,310.6,1670,30.0,40,0,0,0,0,0,0,301.27,0.06749485579930761,301.2,301.4,0.0,310.78000000000003,0.11352924248577397,310.6,311.0,-0.0999999999999659,1556.7,185.0441689014894,1381.0,1962.0,-77.0,38.410000000000004,9.293420611737513,22.5,52.6,2.6999999999999993,26.2,8.804039476897483,13.0,40.0,5.0,9.400000000000034,5246.459731494954,50100.0,5.0
6777,L,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,301.26000000000005,0.051639777986558874,301.2,301.3,0.10000000000002274,310.74,0.09660917836190869,310.6,310.9,0.0,1559.1,183.3226966611325,1381.0,1962.0,-219.0,38.84,9.632952702976304,22.5,52.6,17.5,29.1,8.748968193113472,16.0,42.0,2.0,9.300000000000011,7217.547322234751,68922.5,2.0
6778,L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0,301.25,0.052704627706040015,301.2,301.3,-0.10000000000002274,310.71999999999997,0.07888106384053678,310.6,310.8,0.0999999999999659,1603.3,219.59662515115355,1381.0,1962.0,500.0,36.8,11.02018350321112,21.3,52.6,-26.2,31.9,8.569325138714737,18.0,44.0,2.0,9.5,4351.765559679117,41556.3,2.0
6779,M,301.3,310.7,1819,25.5,46,0,0,0,0,0,0,301.25,0.052704627706040015,301.2,301.3,0.10000000000002274,310.71,0.07378647880755251,310.6,310.8,0.0,1641.8,220.36474813867275,1381.0,1962.0,-132.0,35.4,11.517136989914093,21.3,52.6,4.199999999999999,34.7,8.083591061163828,23.0,46.0,2.0,9.399999999999977,4857.373481347858,46384.5,2.0
6780,M,301.3,310.8,1372,54.2,49,0,0,0,0,0,0,301.26,0.051639777986558874,301.2,301.3,0.0,310.71000000000004,0.07378647880755251,310.6,310.8,0.10000000000002274,1639.8,222.95928876017456,1372.0,1962.0,-447.0,35.56,11.790504654169936,21.3,54.2,28.700000000000003,37.3,8.083591061164304,25.0,49.0,3.0,9.5,7787.212318110189,74362.40000000001,3.0
6781,L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0,301.26,0.051639777986558874,301.2,301.3,0.0,310.71,0.07378647880755251,310.6,310.8,0.0,1644.9,220.20114542036993,1372.0,1962.0,188.0,35.4,11.732765137757628,21.3,54.2,-15.700000000000003,40.0,8.027729719176115,28.0,52.0,3.0,9.5,6289.468492486765,60060.0,3.0
6782,M,301.3,310.8,1494,35.3,54,0,0,0,0,0,0,301.27000000000004,0.04830458919344648,301.2,301.3,0.0,310.72,0.07888106384053678,310.6,310.8,0.0,1598.1,193.42322622798667,1372.0,1951.0,-66.0,36.67999999999999,10.832748702173726,21.3,54.2,-3.200000000000003,42.6,7.919034733527679,31.0,54.0,2.0,9.5,5522.73138945164,52738.2,2.0
6783,L,301.3,310.8,1531,53.4,57,0,0,0,0,0,0,301.27,0.04830458919344648,301.2,301.3,0.0,310.72999999999996,0.0823272602980933,310.6,310.8,0.0,1597.6,193.60796585998963,1372.0,1951.0,37.0,38.089999999999996,12.059800072048414,21.3,54.2,18.1,45.2,7.955431408076076,33.0,57.0,3.0,9.5,8561.405467709832,81755.4,3.0
6784,L,301.3,310.8,1450,46.9,59,0,0,0,0,0,0,301.27000000000004,0.04830458919344648,301.2,301.3,0.0,310.73,0.0823272602980933,310.6,310.8,0.0,1604.5,186.11540625225763,1372.0,1951.0,-81.0,37.989999999999995,11.973252598094595,21.3,54.2,-6.5,47.8,7.7717436910723015,35.0,59.0,2.0,9.5,7121.466946912462,68005.0,2.0
6785,M,301.3,310.7,1391,52.5,61,0,0,0,0,0,0,301.28000000000003,0.04216370218056934,301.2,301.3,0.0,310.72999999999996,0.0823272602980933,310.6,310.8,-0.10000000000002274,1568.9,189.83996183920175,1372.0,1951.0,-59.0,40.51,12.124305249282422,21.3,54.2,5.600000000000001,50.4,7.351492667763078,40.0,61.0,2.0,9.399999999999977,7647.421917000955,73027.5,2.0
6786,L,301.2,310.6,1389,45.3,64,0,0,0,0,0,0,301.28000000000003,0.04216370218056934,301.2,301.3,-0.10000000000002274,310.73,0.0823272602980933,310.6,310.8,-0.0999999999999659,1540.8,193.96437244446787,1372.0,1951.0,-2.0,42.04,11.604903178302534,21.3,54.2,-7.200000000000003,52.8,7.495183638678559,42.0,64.0,3.0,9.400000000000034,6589.145015712696,62921.7,3.0
6787,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,301.27,0.04830458919344648,301.2,301.3,0.0,310.73,0.0823272602980933,310.6,310.8,0.0,1536.6,196.56223215844287,1372.0,1951.0,20.0,42.379999999999995,11.830262512349815,21.3,54.2,5.600000000000001,55.2,7.495183638679034,44.0,66.0,2.0,9.400000000000034,7510.301869647271,71718.09999999999,2.0
6788,H,301.1,310.6,1388,58.5,68,0,0,0,0,0,0,301.26000000000005,0.06992058990542338,301.1,301.3,-0.0999999999999659,310.72,0.09189365840380993,310.6,310.8,0.0,1480.3,135.96899156302212,1372.0,1819.0,-21.0,46.099999999999994,10.201851683776507,25.5,58.5,7.600000000000001,57.6,7.35149266776453,46.0,68.0,2.0,9.5,8503.034676206134,81198.0,2.0
6789,M,301.1,310.6,1410,43.9,73,0,0,0,0,0,0,301.24,0.08432740429412061,301.1,301.3,0.0,310.71,0.09944289265332455,310.6,310.8,0.0,1439.4,66.57026363173375,1372.0,1560.0,22.0,47.94,7.328210331770044,35.3,58.5,-14.600000000000001,60.3,7.572611467928595,49.0,73.0,5.0,9.5,6482.048122151819,61899.0,5.0
6790,M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0,301.22,0.09189365836856236,301.1,301.3,0.0,310.68,0.11352924248492677,310.5,310.8,-0.10000000000002274,1466.8,88.5171671987271,1388.0,1646.0,236.0,45.589999999999996,8.731354737699737,30.7,58.5,-13.2,63.0,7.902179727405068,52.0,76.0,3.0,9.399999999999977,5291.719609657671,50532.2,3.0
6791,M,301.1,310.7,2219,16.7,79,0,0,0,0,0,0,301.2,0.09428090417917354,301.1,301.3,0.0,310.67,0.10593499059571454,310.5,310.8,0.19999999999998863,1532.7,254.7783568341503,1388.0,2219.0,573.0,43.41,12.574087110667882,16.7,58.5,-14.0,65.7,8.32733117176323,54.0,79.0,3.0,9.599999999999966,3880.6313813957677,37057.299999999996,3.0
6792,L,301.2,310.7,1551,41.2,82,0,0,0,0,0,0,301.19,0.08755950359978056,301.1,301.3,0.0999999999999659,310.65999999999997,0.09660917836109031,310.5,310.8,0.0,1538.4,254.45375043632117,1388.0,2219.0,-668.0,43.99999999999999,12.286397175557719,16.7,58.5,24.500000000000004,68.5,8.657045942134522,57.0,82.0,3.0,9.5,6691.718015852403,63901.200000000004,3.0
6793,L,301.2,310.6,1811,24.0,84,0,0,0,0,0,0,301.18,0.07888106379997162,301.1,301.3,0.0,310.64,0.08432740433181189,310.5,310.8,-0.0999999999999659,1566.4,268.56333827733295,1388.0,2219.0,260.0,41.059999999999995,13.265678355147212,16.7,58.5,-17.200000000000003,71.2,8.879439421733542,59.0,84.0,2.0,9.400000000000034,4551.539436520892,43464.0,2.0
6794,L,301.3,310.7,1608,31.4,86,0,0,0,0,0,0,301.18,0.07888106379997162,301.1,301.3,0.10000000000002274,310.63,0.06749485584667905,310.5,310.7,0.0999999999999659,1582.2,265.5856421822005,1388.0,2219.0,-203.0,39.510000000000005,13.412220795478529,16.7,58.5,7.399999999999999,73.9,8.862530363516031,61.0,86.0,2.0,9.399999999999977,5287.4260996977655,50491.2,2.0
6795,L,301.3,310.8,1428,55.2,88,0,0,0,0,0,0,301.17999999999995,0.07888106379997162,301.1,301.3,0.0,310.64,0.08432740433181189,310.5,310.8,0.10000000000002274,1585.9,262.8698241419942,1388.0,2219.0,-180.0,39.78,13.726276504087572,16.7,58.5,23.800000000000004,76.6,8.604908160128819,64.0,88.0,2.0,9.5,8254.597529160254,78825.6,2.0
6796,L,301.4,310.8,1477,50.4,90,0,0,0,0,0,0,301.2,0.10540925535769272,301.1,301.4,0.0999999999999659,310.65999999999997,0.09660917836109031,310.5,310.8,0.0,1594.7,256.9522437254714,1388.0,2219.0,49.0,40.29,14.045200841093951,16.7,58.5,-4.800000000000004,79.2,8.297255235573942,66.0,90.0,2.0,9.400000000000034,7795.422346911568,74440.8,2.0
6797,M,301.3,310.7,1300,58.3,92,0,0,0,0,0,0,301.21000000000004,0.11005049347932755,301.1,301.4,-0.0999999999999659,310.66999999999996,0.0948683298593001,310.5,310.8,-0.10000000000002274,1583.8,267.7883907532601,1300.0,2219.0,-177.0,41.03,14.838841673871356,16.7,58.5,7.899999999999999,81.8,7.757433710809282,68.0,92.0,2.0,9.399999999999977,7936.710240519013,75790.0,2.0
6798,M,301.2,310.7,1615,34.9,95,0,0,0,0,0,0,301.21999999999997,0.1032795559178102,301.1,301.4,-0.10000000000002274,310.68,0.09189365840338952,310.5,310.8,0.0,1606.5,258.81750327209033,1300.0,2219.0,315.0,38.67,13.574489963817367,16.7,58.3,-23.4,84.5,7.090682462048931,73.0,95.0,3.0,9.5,5902.371917686944,56363.5,3.0
6799,L,301.2,310.7,1676,32.4,98,0,0,0,0,0,0,301.22999999999996,0.09486832982557726,301.1,301.4,0.0,310.69,0.08755950363611348,310.5,310.8,0.0,1633.1,249.89351065336845,1300.0,2219.0,61.0,37.519999999999996,13.569311781450953,16.7,58.3,-2.5,87.0,6.992058987789421,76.0,98.0,3.0,9.5,5686.534030409812,54302.399999999994,3.0
6800,M,301.1,310.7,2636,12.2,100,1,0,0,1,0,0,301.23,0.09486832982557726,301.1,301.4,-0.0999999999999659,310.71000000000004,0.05676462131117678,310.6,310.8,0.0,1732.1,404.0974717400063,1300.0,2636.0,960.0,35.67,15.696783109924231,12.2,58.3,-20.2,89.4,6.915361322596765,79.0,100.0,2.0,9.599999999999966,3367.703548844162,32159.199999999997,2.0
6801,M,301.1,310.6,1310,48.8,103,0,0,0,0,0,0,301.23,0.09486832982557726,301.1,301.4,0.0,310.7,0.066666666744343,310.6,310.8,-0.0999999999999659,1641.2,384.1471940111827,1300.0,2636.0,-1326.0,38.88,14.63252085823448,12.2,58.3,36.599999999999994,91.8,7.0679244163621116,82.0,103.0,3.0,9.5,6694.524505289609,63927.99999999999,3.0
6802,L,301.1,310.7,1334,48.2,106,0,0,0,0,0,0,301.21999999999997,0.1032795559178102,301.1,301.4,0.0,310.7,0.066666666744343,310.6,310.8,0.0999999999999659,1619.5,395.762063759413,1300.0,2636.0,24.0,39.58,14.92044086331083,12.2,58.3,-0.5999999999999943,94.2,7.435649863243163,84.0,106.0,3.0,9.599999999999966,6733.35459048798,64298.8,3.0
6803,M,301.1,310.7,1621,31.0,108,0,0,0,0,0,0,301.21,0.11005049347932755,301.1,301.4,0.0,310.71000000000004,0.05676462131117678,310.6,310.8,0.0,1600.5,390.0667321825256,1300.0,2636.0,287.0,40.28,14.257769811579916,12.2,58.3,-17.200000000000003,96.6,7.647802879831247,86.0,108.0,2.0,9.599999999999966,5262.272414518023,50251.0,2.0
6804,M,301.1,310.7,1367,43.4,111,0,0,0,0,0,0,301.19,0.11005049347950689,301.1,301.4,0.0,310.71,0.05676462131117678,310.6,310.8,0.0,1576.4,396.9363788932522,1300.0,2636.0,-254.0,41.48,13.928531868075645,12.2,58.3,12.399999999999999,99.1,7.880355321930199,88.0,111.0,3.0,9.599999999999966,6212.79268778815,59327.799999999996,3.0
6805,L,301.0,310.6,1588,33.7,114,0,0,0,0,0,0,301.16,0.11737877909489791,301.0,301.4,-0.10000000000002274,310.69,0.05676462131078679,310.6,310.8,-0.0999999999999659,1592.4,393.4997388111497,1300.0,2636.0,221.0,39.33,13.21657629225092,12.2,58.3,-9.699999999999996,101.7,8.097324661056138,90.0,114.0,3.0,9.600000000000023,5604.140527081665,53515.600000000006,3.0
6806,M,301.0,310.7,1497,37.6,116,0,0,0,0,0,0,301.12,0.09189365836962768,301.0,301.3,0.0,310.68,0.04216370225787735,310.6,310.7,0.0999999999999659,1594.4,392.8984036052503,1300.0,2636.0,-91.0,38.05,12.632255890730285,12.2,58.3,3.8999999999999986,104.3,8.097324661056609,92.0,116.0,2.0,9.699999999999989,5894.381800371313,56287.200000000004,2.0
6807,L,301.1,310.8,1608,32.9,119,0,0,0,0,0,0,301.1,0.06666666669776626,301.0,301.2,0.10000000000002274,310.69,0.05676462131078679,310.6,310.8,0.10000000000002274,1625.2,379.08509745321,1310.0,2636.0,111.0,35.510000000000005,10.478067039721195,12.2,48.8,-4.700000000000003,107.0,8.041558721203463,95.0,119.0,3.0,9.699999999999989,5540.010149046385,52903.2,3.0
6808,L,301.0,310.8,1549,41.4,121,0,0,0,0,0,0,301.08000000000004,0.06324555323644278,301.0,301.2,-0.10000000000002274,310.7,0.066666666744344,310.6,310.8,0.0,1618.6,379.85617161118984,1310.0,2636.0,-59.0,36.160000000000004,10.636436328854705,12.2,48.8,8.5,109.6,7.933053216337187,98.0,121.0,2.0,9.800000000000011,6715.531288166613,64128.6,2.0
6809,L,301.0,310.7,1391,45.0,123,0,0,0,0,0,0,301.06000000000006,0.05163977799029664,301.0,301.1,0.0,310.7,0.066666666744344,310.6,310.8,-0.10000000000002274,1590.1,385.71735477908743,1310.0,2636.0,-158.0,37.42,10.884933521973357,12.2,48.8,3.6000000000000014,112.1,7.809538327506995,100.0,123.0,2.0,9.699999999999989,6554.933071715103,62595.0,2.0
6810,L,300.9,310.8,1490,38.1,125,0,0,0,0,0,0,301.04,0.06992058990845162,300.9,301.1,-0.10000000000002274,310.71000000000004,0.07378647880759416,310.6,310.8,0.10000000000002274,1475.5,117.27579081425897,1310.0,1621.0,99.0,40.010000000000005,6.356702499461998,31.0,48.8,-6.899999999999999,114.6,7.501111028813392,103.0,125.0,2.0,9.900000000000034,5944.835778387966,56769.0,2.0
6811,L,301.0,310.7,1727,34.5,127,0,0,0,0,0,0,301.03000000000003,0.06749485580271951,300.9,301.1,0.10000000000002274,310.71999999999997,0.063245553285598,310.6,310.8,-0.10000000000002274,1517.2,125.72262237869704,1334.0,1727.0,237.0,38.58,5.737943882611673,31.0,48.2,-3.6000000000000014,117.0,7.211102550922871,106.0,127.0,2.0,9.699999999999989,6239.360089662009,59581.5,2.0
6812,L,300.9,310.6,1504,46.4,129,0,0,0,0,0,0,301.01,0.07378647876646326,300.9,301.1,-0.10000000000002274,310.71,0.0737864788075903,310.6,310.8,-0.0999999999999659,1534.2,108.51400319261816,1367.0,1727.0,-223.0,38.4,5.42217668469046,31.0,46.4,11.899999999999999,119.3,6.976946164168888,108.0,129.0,2.0,9.700000000000045,7307.930942878529,69785.59999999999,2.0
6813,L,300.9,310.6,1350,53.8,131,0,0,0,0,0,0,300.99,0.07378647876669436,300.9,301.1,0.0,310.7,0.08164965815619167,310.6,310.8,0.0,1507.1,117.86475300105069,1350.0,1727.0,-154.0,40.68,6.625003144653287,32.9,53.8,7.399999999999999,121.6,6.6198355132255555,111.0,131.0,2.0,9.700000000000045,7605.79581434089,72630.0,2.0
6814,M,300.9,310.7,1420,43.0,133,0,0,0,0,0,0,300.96999999999997,0.06749485580347747,300.9,301.1,0.0,310.7,0.08164965815619167,310.6,310.8,0.0999999999999659,1512.4,111.9059128613498,1350.0,1727.0,70.0,40.64,6.607941350291194,32.9,53.8,-10.799999999999997,123.8,6.356099432824078,114.0,133.0,2.0,9.800000000000011,6394.188247606425,61060.0,2.0
6815,H,300.8,310.6,1465,44.1,136,0,0,0,0,0,0,300.95,0.08498365858582059,300.8,301.1,-0.0999999999999659,310.7,0.08164965815619167,310.6,310.8,-0.0999999999999659,1500.1,109.40490543541472,1350.0,1727.0,45.0,41.67999999999999,6.200143367517916,32.9,53.8,1.1000000000000014,126.0,6.394442031079959,116.0,136.0,3.0,9.800000000000011,6765.576859138299,64606.5,3.0
6816,L,300.9,310.7,1427,44.1,141,0,0,0,0,0,0,300.93999999999994,0.0843274042973969,300.8,301.1,0.0999999999999659,310.70000000000005,0.08164965815619167,310.6,310.8,0.0999999999999659,1493.1,111.83763031982693,1350.0,1727.0,-38.0,42.33,6.064111183383979,32.9,53.8,0.0,128.5,6.916164640412623,119.0,141.0,5.0,9.800000000000011,6590.087493508774,62930.700000000004,5.0
6817,L,300.9,310.7,1477,43.2,143,0,0,0,0,0,0,300.91999999999996,0.0632455532386022,300.8,301.0,0.0,310.69,0.07378647880728938,310.6,310.8,0.0,1480.0,104.30191220149143,1350.0,1727.0,50.0,43.36,5.079195036836028,34.5,53.8,-0.8999999999999986,130.9,7.400450436739262,121.0,143.0,2.0,9.800000000000011,6681.79058306706,63806.4,2.0
6818,M,301.0,310.7,1493,48.1,145,0,0,0,0,0,0,300.91999999999996,0.0632455532386022,300.8,301.0,0.10000000000002274,310.67999999999995,0.06324555328489478,310.6,310.8,0.0,1474.4,101.65540921279579,1350.0,1727.0,16.0,44.03,5.231538970513081,34.5,53.8,4.899999999999999,133.3,7.717944458639321,123.0,145.0,2.0,9.699999999999989,7520.2711903346635,71813.3,2.0
6819,M,301.0,310.7,1657,29.9,148,0,0,0,0,0,0,300.91999999999996,0.0632455532386022,300.8,301.0,0.0,310.68,0.06324555328489478,310.6,310.8,0.0,1501.0,111.71193112445178,1350.0,1727.0,164.0,42.519999999999996,6.8494606438105174,29.9,53.8,-18.200000000000003,135.8,8.052604823560294,125.0,148.0,3.0,9.699999999999989,5188.26696357496,49544.299999999996,3.0
6820,L,300.9,310.7,1359,46.0,151,0,0,0,0,0,0,300.91999999999996,0.0632455532386022,300.8,301.0,-0.10000000000002274,310.66999999999996,0.04830458926048429,310.6,310.7,0.0,1487.9,120.48185663317321,1350.0,1727.0,-298.0,43.309999999999995,6.73769660607786,29.9,53.8,16.1,138.4,8.369255907452835,127.0,151.0,3.0,9.800000000000011,6546.4507715504105,62514.0,3.0
6821,L,300.8,310.6,1551,34.5,153,0,0,0,0,0,0,300.9,0.06666666670032646,300.8,301.0,-0.0999999999999659,310.65999999999997,0.05163977804886543,310.6,310.7,-0.0999999999999659,1470.3,90.89560556545003,1350.0,1657.0,192.0,43.309999999999995,6.73769660607786,29.9,53.8,-11.5,141.0,8.472176684759074,129.0,153.0,2.0,9.800000000000011,5603.501736575435,53509.5,2.0
6822,M,300.8,310.6,1545,37.5,155,0,0,0,0,0,0,300.89,0.07378647876777517,300.8,301.0,0.0,310.66,0.05163977804886543,310.6,310.7,0.0,1474.4,93.47275301152901,1350.0,1657.0,-6.0,42.42,6.870678439733617,29.9,53.8,3.0,143.6,8.369255907453761,131.0,155.0,2.0,9.800000000000011,6067.200812245288,57937.5,2.0
6823,M,300.9,310.6,1709,29.2,158,0,0,0,0,0,0,300.89,0.07378647876777517,300.8,301.0,0.0999999999999659,310.65999999999997,0.05163977804886543,310.6,310.7,0.0,1510.3,108.17069843538353,1359.0,1709.0,164.0,39.959999999999994,6.746225282004402,29.2,48.1,-8.3,146.3,8.206366092519739,133.0,158.0,3.0,9.700000000000045,5225.808995785357,49902.799999999996,3.0
6824,M,300.9,310.7,1268,56.3,161,0,0,0,0,0,0,300.89,0.07378647876777517,300.8,301.0,0.0,310.65999999999997,0.05163977804886543,310.6,310.7,0.0999999999999659,1495.1,130.6194217309664,1268.0,1709.0,-441.0,41.29,8.496201765756469,29.2,56.3,27.099999999999998,149.1,7.936553968121833,136.0,161.0,3.0,9.800000000000011,7475.7757663843195,71388.4,3.0
6825,L,300.9,310.7,1740,25.3,164,0,0,0,0,0,0,300.9,0.06666666670033072,300.8,301.0,0.0,310.67,0.04830458926048429,310.6,310.7,0.0,1522.6,150.94531754541956,1268.0,1740.0,472.0,39.410000000000004,9.787230910164991,25.3,56.3,-30.999999999999996,151.9,7.738073260043979,141.0,164.0,3.0,9.800000000000011,4609.973059877663,44022.0,3.0
6826,L,301.0,310.9,1828,25.1,166,0,0,0,0,0,0,300.90999999999997,0.07378647876758045,300.8,301.0,0.10000000000002274,310.68999999999994,0.08755950363609424,310.6,310.9,0.19999999999998863,1562.7,174.19978951383735,1268.0,1828.0,88.0,37.510000000000005,10.587146294760837,25.1,56.3,-0.1999999999999993,154.4,7.862710869811981,143.0,166.0,2.0,9.899999999999977,4804.835580204325,45882.8,2.0
6827,L,301.0,310.9,1822,21.6,168,0,0,0,0,0,0,300.91999999999996,0.07888106380293014,300.8,301.0,0.0,310.71,0.11005049350860092,310.6,310.9,0.0,1597.2,188.8855032376276,1268.0,1828.0,-6.0,35.35,11.464365079090491,21.6,56.3,-3.5,156.9,7.809538327515498,145.0,168.0,2.0,9.899999999999977,4121.266906685234,39355.200000000004,2.0
